timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
97675,13,-907,-481,-32,-399,-540,46,-1055,22,106,-681,-241
97716,16,-929,-476,760,71,298,24,-1047,-67,1051,-155,-320
97759,16,-889,-455,95,-795,-333,60,-971,26,585,-2621,-409
97797,29,-887,-433,860,-721,-7,69,-1003,-3,1002,-1170,-154
97836,6,-874,-415,573,-602,90,50,-929,8,623,-1703,120
97875,17,-884,-420,-170,-196,-505,86,-945,151,46,-908,-561
97913,12,-891,-439,97,1006,-24,29,-986,-4,-570,584,-429
97959,19,-937,-490,-452,426,-384,66,-1135,29,-236,524,74
97999,33,-985,-498,-180,440,719,173,-1216,452,1193,4022,398
98036,138,-1183,-511,1919,4401,6310,1000,-1668,1999,6937,25012,104
98077,256,-720,-594,-1654,21354,10173,774,-166,-2000,-21792,25012,10145
98116,634,-462,-2000,-25013,-23580,-21203,1999,337,-2000,-24496,25012,-15904
98158,1387,-951,-1591,22004,-25013,-25013,1999,629,-802,12860,-25013,11092
98193,797,-803,658,17585,-25013,-25013,1999,663,1999,19374,-25013,-25013
98237,540,-762,943,10145,-25013,-10160,1999,-1690,1999,13538,-25013,-1419
98274,520,-937,1149,-1267,-4232,111,1999,-137,1999,-8389,25012,2434
98315,262,-1073,583,438,15418,4814,1286,-425,-417,-7370,25012,-7216
98356,90,-977,18,-2385,25012,8773,661,-1552,108,-2751,20438,1927
98399,-37,-912,-251,-8724,25012,10088,238,-604,0,-6929,25012,4000
98438,-88,-1009,-418,-3615,24729,9307,172,-957,-114,-1616,25012,229
98477,-158,-897,-411,26,19178,7936,207,-1004,178,-1220,25012,-281
98513,-105,-795,-413,-870,18319,7109,171,-907,-370,-3884,25012,662
98559,-66,-781,-530,-5783,17648,6184,64,-841,104,-4596,25012,2653
98597,-31,-783,-551,-2328,16028,5632,18,-706,-658,-4084,22456,-409
