timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
75199,-135,-925,-391,100,-586,-145,25,-991,353,893,-714,231
75239,-161,-927,-376,723,-11,475,-20,-1036,119,1133,-750,295
75275,-154,-922,-376,501,-357,445,-15,-1009,140,1120,-2026,1082
75315,-156,-920,-382,250,-678,406,-26,-1069,7,1981,-4037,1168
75358,-161,-939,-375,1498,-1466,941,7,-1070,247,4053,-4924,1388
75394,-173,-927,-362,2302,-1787,1688,-49,-991,74,4452,-5412,2054
75440,-197,-929,-363,1979,-2687,1824,4,-1021,482,5441,-6367,2767
75475,-201,-975,-339,2638,-2535,3131,29,-1004,681,5807,-1256,2742
75516,-211,-984,-250,3551,83,6529,202,-1026,1036,6696,12226,3632
75558,-99,-1097,-156,5638,15511,14863,808,-827,1999,10222,25012,-432
75595,-380,-766,-129,8937,25012,18550,442,-243,-240,-3945,25012,-1705
75638,184,-137,-885,-12674,24141,-11065,-1145,1107,-2000,-25013,-3160,-13061
75680,-965,-54,-1559,-25013,-25013,-25013,1999,-2000,-2000,-23288,-25013,-25013
75713,1999,-2000,-899,4372,-25013,-25013,1999,457,-1434,25012,-25013,-25013
75757,812,-1614,180,25012,-16964,-9219,1999,466,1999,25012,-25013,15688
75796,-25,-685,901,-7895,-3523,2991,1999,-1085,1299,-25013,25012,-1623
75837,-240,-1320,407,-14445,7270,7994,406,-277,-1499,-13477,25012,5224
75874,-243,-970,-115,217,7065,4156,-289,-484,-812,5918,8,-1425
75916,-147,-796,-337,1439,3709,1201,-51,-1124,603,612,387,-1874
75958,-180,-923,-340,-101,3840,836,-104,-944,138,-358,3675,-1518
75993,-243,-986,-257,1248,3459,505,-20,-938,310,-35,874,-2600
76037,-224,-981,-182,1036,3665,572,257,-1006,1023,1544,7334,-1569
76077,-178,-1007,-107,952,7669,3360,557,-980,1535,3004,25012,-1754
76116,-169,-872,-137,154,13100,6006,1178,-949,1604,2116,25012,0
