timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
324440,-620,-769,-185,6858,13887,12799,-272,-1054,407,10182,22457,6345
324483,-754,-594,-130,9350,11968,10488,-646,-539,-92,3374,19500,8426
324523,-644,-552,-203,1213,4809,3264,-641,-254,58,-16,6445,-140
324564,-698,-584,-111,1996,6487,1329,-659,-679,46,-500,5296,-1896
324605,-674,-567,-201,-867,4157,-941,-650,-549,-96,-3219,2580,-2070
324642,-656,-649,-153,-789,2848,-1382,-490,-829,421,0,1140,-3265
324686,-668,-616,-150,1938,4418,-340,-594,-585,227,-949,4060,-4080
324723,-656,-548,-248,-505,3388,-3453,-771,-409,-364,-3932,33,-5725
324765,-573,-564,-311,-3567,-1310,-9576,-746,-377,-433,-6558,-3882,-9507
324807,-581,-413,-641,-10068,-17582,-25013,-978,841,-2000,-25013,-25013,-22558
324845,-741,124,-676,-25013,-25013,-25013,1999,-229,-2000,-25013,-25013,-25013
324885,968,-1173,-443,-25013,-25013,-25013,1999,-2000,281,25012,-25013,-19680
324925,216,-1569,-585,21927,-25013,-19709,1919,-304,1999,25012,-25013,-16142
324965,-38,-710,-87,-4448,-17622,-3017,859,-2000,1999,-4783,-2209,11658
325005,304,-1353,101,-3941,-5610,3113,252,29,-689,1830,1664,3425
325040,105,-996,-14,1867,787,1790,222,-1052,482,4316,-8186,343
325087,87,-1026,-62,-96,109,-173,219,-854,-17,-725,5476,772
325124,64,-1063,-146,1254,4330,203,227,-1179,258,503,5331,-1383
325163,60,-1039,-201,1429,6922,2335,206,-1165,-53,872,6458,1163
325205,26,-1041,-171,1767,8758,4240,156,-916,230,2668,6877,886
325246,-26,-1062,-168,4769,13979,4812,146,-730,344,5535,10703,-5327
325287,-22,-1051,-174,9667,19051,4831,312,-920,489,7248,17226,-11387
325323,6,-1058,-150,13963,21749,6296,410,-1188,291,9126,25012,-12340
325365,-105,-974,-50,15905,18465,7053,421,-1485,-48,8380,25012,-4452
