timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
278645,-767,-626,-10,5774,9506,8390,-630,-590,-153,1148,14886,3315
278684,-667,-588,-47,944,5005,2551,-522,-434,419,-875,12003,-77
278726,-671,-626,76,2373,8640,2164,-641,-686,6,-680,8710,-2609
278764,-721,-583,-50,-1228,4477,-836,-667,-555,-204,-3137,1713,-2485
278806,-626,-664,-16,-630,2168,-1999,-480,-781,587,-344,5200,-3282
278841,-672,-629,-16,648,5561,-835,-610,-653,154,-1141,3910,-2733
278884,-602,-650,-50,1300,5948,-2242,-473,-614,460,527,7910,-5064
278924,-545,-611,-96,1934,11083,-3640,-515,-326,-3,-1608,10061,-8033
278963,-462,-528,-293,-4074,10101,-10764,-496,-207,-950,-8035,1709,-16030
279007,-663,-622,-1224,-21862,-25013,-25013,1816,-220,-2000,-25013,-25013,-25013
279046,1410,-359,-1067,-25013,-25013,-25013,1999,-2000,-2000,-23285,-25013,-25013
279085,487,-2000,-697,-6254,-25013,-25013,1999,-960,1999,25012,-25013,-9261
279124,322,-1215,-40,17362,-25013,-12192,1999,-1740,1999,14319,-25013,-13393
279166,268,-1018,496,-10297,-7764,3771,1117,-1300,1131,-8846,24510,18206
279207,186,-1363,325,-9545,7325,9964,268,-481,-365,-1096,9309,10103
279245,28,-1123,66,1667,7038,5433,62,-661,-50,4606,5249,629
279286,-59,-898,-57,1173,4888,1854,129,-1072,144,-279,554,-1239
279326,-34,-1057,-148,-2800,6076,2089,134,-998,319,-1031,4237,17
279365,-10,-1107,-172,445,8325,3154,94,-1157,-25,2737,5951,-616
279405,-105,-1063,-179,3137,7633,3412,0,-904,135,5144,4425,-1993
279440,-118,-1046,-159,5660,7296,2898,67,-955,233,5761,6263,-4568
279484,-145,-923,-160,5189,8377,3496,135,-1115,459,4336,12829,-909
279525,-189,-915,-142,2950,9663,4677,53,-975,-115,1461,16744,1745
279566,-248,-866,-151,276,8393,3581,-90,-984,169,799,7986,737
