timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
300204,-919,-179,184,4222,984,2586,-691,-129,702,4624,5493,1077
300246,-924,-129,169,3793,2071,614,-671,-187,772,2991,8938,-663
300286,-880,-87,156,3964,3036,-803,-687,-59,778,-42,9457,-1119
300326,-803,-129,144,1177,4519,-5067,-738,58,617,-4869,11961,-5280
300365,-862,-213,104,-1106,4512,-8914,-732,-145,271,-7219,7264,-8277
300403,-754,-282,48,-4225,4978,-12383,-587,-113,486,-10521,7984,-12561
300440,-719,-397,-19,-5103,5581,-14477,-489,-402,167,-9815,7361,-15979
300484,-647,-459,-49,-3032,5606,-13758,-443,-465,233,-8344,8330,-13128
300526,-539,-636,-192,-4078,6398,-16616,-467,-490,-817,-9993,1546,-20912
300566,-341,-692,-653,-12541,-6109,-25013,-438,-104,-2000,-21890,-18943,-25013
300607,-1172,-818,-1009,-25013,-25013,-25013,1999,-1023,-2000,-25013,-25013,-25013
300645,1087,-1131,-247,-25013,-25013,-25013,1999,-2000,603,13333,-25013,-25013
300687,423,-1932,-8,5861,-7199,-1098,859,310,1999,8857,-7809,7705
300724,-330,-580,244,-17273,-2908,-896,802,-1658,-744,-25013,25012,17451
300765,-249,-1504,74,-12853,-3948,-2366,-3,-364,-695,-828,-18918,-6337
300805,-184,-1135,-123,2490,-1056,-794,147,-1492,877,3487,-5821,-3066
300844,-234,-1075,-135,1764,-241,-196,21,-1057,161,779,1287,351
300884,-202,-1116,-182,1633,1329,-139,68,-1066,77,1890,236,-3944
300926,-163,-1125,-205,4106,2937,1777,101,-1223,28,5114,1180,-2398
300966,-170,-1083,-177,4987,3323,3157,79,-1018,46,6711,953,-2920
301007,-161,-1087,-161,7199,6282,4813,160,-1005,447,9908,2225,-6870
301042,-178,-1036,-165,10468,8733,7000,178,-1344,186,11522,10229,-3841
301085,-271,-973,-98,10832,9017,8228,49,-774,-107,14164,-3912,-3406
301129,-317,-971,-80,9430,10470,8959,230,-1078,1223,13175,2248,-5981
