timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
285126,-422,-969,-177,3363,-170,2648,-153,-1017,273,4079,1765,194
285164,-424,-984,-141,3849,-663,2349,-47,-1145,591,5078,1670,-245
285204,-414,-1017,-107,5048,28,4237,-103,-1069,274,6860,3233,1003
285247,-438,-924,-94,5577,594,5602,-30,-1014,733,7431,6715,1944
285282,-429,-872,-73,5293,3177,7770,-38,-1019,830,7950,14397,3416
285326,-513,-747,-109,3717,6159,8799,-42,-775,609,4117,23884,4498
285360,-500,-668,-93,2992,9454,8941,-42,-667,683,2129,25012,3486
285405,-479,-619,-119,4254,13749,9838,116,-585,231,3203,25012,1433
285440,-571,-491,-229,7136,19445,5418,-208,-246,-374,-2251,25012,-1129
285485,-287,-505,-317,6683,22774,-1348,-229,-172,-963,-4651,25012,-10590
285526,214,-191,-1334,-8161,10425,-21872,-59,1491,-2000,-25013,15801,-25013
285566,-790,-378,-1448,-25013,-25013,-25013,1999,-1696,-2000,-20682,-25013,-25013
285608,295,-1505,-1407,-7669,-25013,-25013,1999,-2000,1999,25012,-25013,-10103
285644,750,-1510,56,25012,-20409,-6653,1137,157,1999,15404,24232,4511
285686,-78,-620,1054,-18603,5548,4790,338,-1923,42,-23495,-2636,5601
285726,-117,-1593,340,-15700,4463,5032,103,-525,280,-2511,-4945,6782
285767,-115,-1176,134,9478,2999,1306,38,-838,213,9973,-1419,-4706
285805,-148,-814,-28,5303,3177,-1370,149,-1110,452,-812,-1195,-4887
285846,-137,-1112,-118,-1011,3576,-329,-1,-1155,-91,1434,1957,-984
285886,-166,-1071,-121,4072,2697,468,64,-981,41,4158,-2879,-2967
285925,-181,-986,-120,2534,2509,359,78,-1088,268,2216,-3277,-2546
285965,-183,-1000,-97,1162,3068,732,85,-1072,324,1499,-558,-612
286007,-190,-977,-137,967,4578,1590,60,-998,257,1241,2576,-272
286040,-191,-957,-156,1185,6131,2260,9,-950,185,1777,3719,-394
