timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
300042,-302,-88,580,25012,-14915,18428,13,758,402,25012,-3582,2205
300080,-278,150,666,25012,-14290,17096,87,727,552,25012,-5831,493
300120,-130,578,685,25012,-12259,13145,180,1527,673,25012,-8547,-179
300160,-28,569,670,25012,-9523,10910,237,689,395,25012,570,1315
300199,-4,859,620,22416,-6075,10187,117,1473,348,22661,341,3377
300240,71,908,573,15187,-3994,6543,207,1000,227,15230,2369,1222
300282,101,902,430,8143,1240,3738,249,1042,507,8500,5093,-5080
300320,166,953,376,8696,4131,5448,386,580,275,9470,19189,1716
300359,155,995,116,2125,7341,5440,53,796,-1175,-2846,20388,-4316
300397,-156,1070,-580,3148,-11528,873,-157,-510,-2000,-1886,2499,16261
300440,57,1060,-701,16602,-25013,-8428,1999,1382,-2000,7211,-25013,20982
300480,1764,1645,19,16638,-25013,-15501,1999,1653,974,1270,-25013,11803
300520,677,1096,465,658,-25013,-6935,1999,836,1999,-1822,-25013,19217
300561,493,761,549,-6714,-6014,4134,883,1221,255,-7090,25012,1605
300597,423,948,378,-635,5203,2596,517,1165,-1587,1724,10871,-4819
300638,226,1036,224,-2463,2826,2503,450,679,434,-3491,2154,6509
300682,186,930,284,-8945,5754,5136,513,1146,251,-5676,10983,4142
300718,281,1249,418,-14635,14759,7525,747,894,406,-10942,10959,8622
300760,286,819,298,-24115,22539,9583,873,1128,442,-13701,24034,6716
300801,364,1099,574,-25013,21968,10777,1041,639,-207,-20068,25012,17903
300841,77,975,496,-25013,15774,10041,679,1726,295,-25013,18738,22070
300880,110,354,789,-25013,7830,6377,612,940,-263,-25013,19251,13524
300920,26,380,898,-25013,4833,5900,535,617,843,-19634,4377,17531
300959,-16,76,913,-25013,3065,4835,452,885,245,-17424,11590,9183
300998,67,-94,1055,-16651,1612,3509,629,267,971,-11300,-506,8855
