timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
270241,-157,-626,-1097,17409,-387,2900,-682,-764,-739,21607,-2107,-10380
270281,-160,-832,-1101,25012,-2086,5115,-539,-917,-611,25012,-4516,-16959
270319,-216,-911,-948,25012,-6176,8756,-388,-959,-136,25012,-8567,-13438
270360,-251,-1043,-615,25012,-10288,11543,-226,-438,177,25012,-9480,-15911
270397,-272,-839,-259,25012,-8808,12219,52,-396,811,25012,-13850,-16165
270442,-392,-588,198,25012,-8077,11837,-81,-79,1169,25012,-5496,-7427
270481,-427,-794,400,25012,-10850,10666,5,78,707,25012,-3909,-13425
270521,-241,-428,486,25012,-11938,11918,296,48,1111,25012,-2494,-9187
270559,-135,-107,669,25012,-7437,14763,288,321,1150,25012,3032,-5861
270599,-108,192,762,25012,-3072,16257,272,726,951,25012,6131,-1995
270639,4,489,598,25012,8448,17929,418,548,1528,25012,24491,-6873
270681,-258,785,209,18074,14418,22693,74,15,-802,19525,25012,1771
270720,-298,905,-792,11092,-12322,10890,-224,-646,-2000,3120,25012,18361
270761,-306,779,-763,25012,-25013,3890,1999,1176,-2000,25012,-25013,25012
270799,1390,1999,-602,25012,-25013,-4995,1999,1999,-568,-8958,-25013,25012
270840,838,1503,289,4387,-25013,-13319,1999,-757,1999,-510,-25013,24196
270881,802,1300,623,-5881,-21810,3373,1641,1599,1829,-5640,15558,13833
270919,688,826,530,-8611,5278,7477,1028,1643,-200,-2914,25012,-839
270962,466,1017,396,-2779,12965,3989,832,435,-429,-854,17909,-4717
270997,291,1240,379,-12054,16367,7669,876,763,563,-8651,16728,11601
271042,312,874,382,-20933,24109,8091,1402,1198,59,-11378,25012,-2420
271080,444,1164,527,-24840,25012,11665,1228,244,-380,-16909,25012,15738
271119,134,839,473,-25013,19398,9226,843,1800,-330,-25013,25012,16903
271162,130,449,719,-25013,7351,5298,508,859,-299,-21967,14593,12461
271201,37,270,804,-25013,4833,4464,595,761,699,-17115,12779,9793
