label,sample_id,timestamp_ms,ax,ay,az,gx,gy,gz
wave_right,129,1466004,0.4863,0.2815,0.9712,-4.5573,0.3359,5.3511
wave_right,129,1466024,0.4983,0.2583,0.9744,-6.1985,1.9466,3.3511
wave_right,129,1466044,0.5027,0.2563,0.9817,-6.5878,2.313,2.6794
wave_right,129,1466064,0.4805,0.2273,0.989,-6.5649,2.4656,4.1221
wave_right,129,1466084,0.48,0.2283,0.9761,-5.1298,1.5191,0.9466
wave_right,129,1466104,0.4768,0.2495,0.9595,-4.2672,0.5496,0.5267
wave_right,129,1466124,0.47,0.23,0.9705,-5.1145,1.8321,1.9237
wave_right,129,1466144,0.47,0.2239,0.9795,-4.8244,0.4504,0.0534
wave_right,129,1466164,0.4697,0.2283,0.9768,-3.9237,-0.5725,-3.3206
wave_right,129,1466184,0.4863,0.2354,0.9736,-3.9084,1.3435,-8.0687
wave_right,129,1466204,0.4558,0.2666,0.9851,-5.1298,1.2595,-7.6794
wave_right,129,1466224,0.4514,0.2871,0.9792,-6.4198,0.3206,1.0687
wave_right,129,1466244,0.4417,0.2346,0.9814,-5.9084,-2.9237,7.8168
wave_right,129,1466264,0.4585,0.2275,0.9753,-2.5954,-3.5267,-1.7634
wave_right,129,1466284,0.4421,0.2722,0.9609,-1.5649,-2.8855,-9.1298
wave_right,129,1466304,0.4546,0.3081,0.958,-2.6718,0.1985,-14.9008
wave_right,129,1466324,0.4028,0.4199,0.988,-6.2824,-2.1908,-12.1298
wave_right,129,1466344,0.3928,0.4626,1.0,-11.7634,-7.687,-5.6412
wave_right,129,1466364,0.3867,0.5149,1.0029,-18.2137,-11.6641,-12.0382
wave_right,129,1466384,0.363,0.5908,1.0117,-27.0458,-15.6718,-25.8015
wave_right,129,1466404,0.4031,0.6497,0.9941,-39.0305,-18.1145,-42.7328
wave_right,129,1466424,0.3906,0.7261,1.0161,-53.8397,-20.8626,-56.6183
wave_right,129,1466444,0.3608,0.7429,0.9883,-73.0382,-27.313,-55.3588
wave_right,129,1466464,0.3623,0.6887,0.9714,-93.5115,-36.9771,-58.8321
wave_right,129,1466484,0.3955,0.6172,0.9229,-108.6412,-47.5267,-68.0153
wave_right,129,1466504,0.4282,0.5222,0.8657,-120.0916,-50.0458,-88.4809
wave_right,129,1466524,0.448,0.5486,0.8767,-131.1527,-60.3817,-94.4733
wave_right,129,1466544,0.4746,0.574,0.8311,-144.3512,-73.8092,-77.4122
wave_right,129,1466564,0.553,0.459,0.7598,-159.7099,-84.7557,-60.3969
wave_right,129,1466584,0.6616,0.2427,0.6768,-169.8015,-88.374,-60.5725
wave_right,129,1466604,0.7866,0.2185,0.6567,-172.7252,-89.1908,-72.4122
wave_right,129,1466624,0.8196,0.2385,0.614,-180.2748,-84.3282,-48.6489
wave_right,129,1466644,0.8188,0.1475,0.5613,-181.0763,-74.9618,-12.3817
wave_right,129,1466664,0.8477,-0.0654,0.4812,-182.2901,-64.7557,1.4885
wave_right,129,1466684,0.9116,-0.1462,0.533,-180.4198,-58.458,-6.916
wave_right,129,1466704,0.9507,-0.2258,0.4453,-181.0305,-49.0611,-0.9084
wave_right,129,1466724,0.9348,-0.2668,0.4165,-182.0,-38.0763,31.4504
wave_right,129,1466744,0.8945,-0.4299,0.4028,-179.0382,-26.4122,66.7863
wave_right,129,1466764,0.74,-0.6809,0.4121,-170.0687,-17.7176,73.7863
wave_right,129,1466784,0.7424,-0.7468,0.4048,-161.1221,-11.1069,64.3511
wave_right,129,1466804,0.6418,-0.6738,0.4849,-148.9466,-10.9466,69.7481
wave_right,129,1466824,0.6184,-0.707,0.448,-139.1374,-15.458,97.4122
wave_right,129,1466844,0.6682,-0.915,0.4089,-125.0534,-9.626,87.5267
wave_right,129,1466864,0.6101,-1.0938,0.4124,-102.9542,0.2519,44.2137
wave_right,129,1466884,0.5535,-1.092,0.4766,-75.626,3.5573,1.771
wave_right,130,1471361,0.6804,0.3225,0.873,-3.5878,2.229,-13.3282
wave_right,130,1471381,0.6543,0.3333,0.9282,-2.0305,3.9847,-20.5038
wave_right,130,1471401,0.6626,0.3684,0.9243,0.8626,-1.1908,-27.9924
wave_right,130,1471421,0.6482,0.4116,0.8843,-1.5267,-1.3893,-25.3664
wave_right,130,1471441,0.6531,0.3601,0.8752,-5.6107,2.9313,-27.3588
wave_right,130,1471461,0.6699,0.3516,0.9041,-2.4885,4.3053,-34.1374
wave_right,130,1471481,0.6675,0.3479,0.9294,1.0763,0.6336,-37.8855
wave_right,130,1471501,0.6875,0.3574,0.8889,3.9313,1.0153,-46.855
wave_right,130,1471521,0.6821,0.4614,0.9009,0.4427,6.7481,-39.2061
wave_right,130,1471541,0.6521,0.468,0.9587,-4.4427,10.6794,-22.1603
wave_right,130,1471561,0.6309,0.4375,0.9739,-5.5802,9.374,-20.0611
wave_right,130,1471581,0.6208,0.4685,0.9517,-8.3206,10.9771,-27.3435
wave_right,130,1471601,0.5437,0.4468,0.9294,-12.8931,6.9237,-38.6565
wave_right,130,1471621,0.5339,0.4878,0.887,-23.0611,0.855,-30.3588
wave_right,130,1471641,0.5483,0.3772,0.8081,-26.5191,1.458,-21.6794
wave_right,130,1471661,0.5347,0.3435,0.8293,-23.9771,6.7634,-29.2977
wave_right,130,1471681,0.4963,0.3662,0.8188,-23.3511,4.0382,-25.4886
wave_right,130,1471701,0.5078,0.2886,0.8494,-22.1603,-4.9084,-24.458
wave_right,130,1471721,0.5349,0.313,0.8191,-21.9008,-13.2748,-26.4427
wave_right,130,1471741,0.5989,0.2769,0.751,-23.3664,-14.6489,-15.7176
wave_right,130,1471761,0.6008,0.2891,0.7327,-21.0534,-11.145,2.458
wave_right,130,1471781,0.6194,0.3105,0.7678,-15.374,-9.4427,12.0382
wave_right,130,1471801,0.6123,0.3115,0.7515,-9.6031,-5.229,7.5344
wave_right,130,1471821,0.5781,0.3752,0.7549,-6.4122,2.2443,-13.2901
wave_right,130,1471841,0.5288,0.5288,0.8176,-6.2214,-0.7939,-25.2977
wave_right,130,1471861,0.5605,0.7087,0.8298,-9.7328,-3.5649,-31.5344
wave_right,130,1471881,0.5513,0.8103,0.824,-22.5878,-1.542,-33.7328
wave_right,130,1471901,0.5247,0.8782,0.8513,-41.916,-5.374,-32.7405
wave_right,130,1471921,0.5073,0.8479,0.8645,-62.5038,-10.9618,-38.084
wave_right,130,1471941,0.5464,0.8496,0.8457,-82.8473,-14.3588,-35.687
wave_right,130,1471961,0.5679,0.8201,0.8269,-96.9313,-13.7863,-35.3435
wave_right,130,1471981,0.603,0.6968,0.8042,-106.5496,-15.2519,-46.2977
wave_right,130,1472001,0.6426,0.6006,0.7808,-120.3893,-11.9618,-60.0916
wave_right,130,1472021,0.6587,0.5549,0.7856,-134.4275,-11.2519,-68.9618
wave_right,130,1472041,0.718,0.5183,0.7444,-144.9237,-10.3435,-67.4351
wave_right,130,1472061,0.7195,0.405,0.7576,-146.8244,-1.7939,-55.3359
wave_right,130,1472081,0.6848,0.2969,0.7573,-147.3359,1.7328,-54.7557
wave_right,130,1472101,0.6907,0.303,0.7446,-150.5191,4.7099,-49.6031
wave_right,130,1472121,0.592,0.2854,0.7773,-154.4504,6.7252,-33.6031
wave_right,130,1472141,0.5493,0.1772,0.8308,-155.7405,-1.8855,-15.145
wave_right,130,1472161,0.5134,0.1531,0.8713,-153.6641,-8.6641,-9.0763
wave_right,130,1472181,0.6123,-0.04,0.771,-146.2595,-12.7328,-23.9389
wave_right,130,1472201,0.5645,0.0188,0.7825,-144.1756,-13.6794,-28.9313
wave_right,130,1472221,0.5571,-0.0508,0.7703,-143.7252,-15.4885,-14.2672
wave_right,130,1472241,0.5122,-0.0532,0.8167,-142.8702,-19.9466,-3.5649
wave_right,130,1472261,0.5068,-0.043,0.781,-142.3969,-27.8321,15.5954
