label,sample_id,timestamp_ms,ax,ay,az,gx,gy,gz
wave_right,0,811356,0.4661,1.0916,-0.0344,-32.2137,-148.1298,-28.7557
wave_right,0,811376,0.5305,1.0586,-0.0479,-41.855,-144.0763,-18.4809
wave_right,0,811396,0.542,0.9849,-0.0708,-46.4122,-131.458,-22.0992
wave_right,0,811416,0.5249,1.0132,-0.0378,-48.2519,-117.9466,-11.6489
wave_right,0,811436,0.52,0.9868,-0.0327,-53.1145,-108.2519,2.8168
wave_right,0,811456,0.5134,0.8918,0.0071,-58.7023,-104.7939,8.4275
wave_right,0,811476,0.4985,0.8481,0.0151,-61.1527,-106.0076,9.4656
wave_right,0,811496,0.4915,0.8345,0.0391,-58.4962,-102.855,8.1069
wave_right,0,811516,0.489,0.844,0.0491,-55.7176,-102.9389,4.3664
wave_right,0,811536,0.4751,0.8657,0.0676,-56.0916,-103.9389,7.1527
wave_right,0,811556,0.4919,0.8252,0.063,-56.1679,-114.1145,4.5725
wave_right,0,811576,0.5513,0.8,0.021,-53.2443,-109.3282,-9.2901
