timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
75518,304,-84,-942,18,96,-332,-387,-467,-673,-138,410,-245
75559,290,-84,-958,183,307,-132,-401,-465,-739,49,16,-123
75604,309,-94,-959,410,269,-74,-396,-442,-715,290,223,-487
75640,307,-68,-960,283,464,-80,-420,-434,-743,81,435,-309
75680,310,-63,-957,252,181,-109,-406,-440,-692,-69,251,-100
75720,306,-78,-966,373,356,-86,-411,-437,-719,288,178,-231
75762,304,-92,-976,743,509,34,-424,-435,-759,651,454,-793
75800,322,-84,-1005,926,663,56,-422,-465,-659,722,818,-1003
75842,430,-212,-1106,3928,2041,1482,-315,-276,-199,5437,12730,-6329
75881,452,-131,-1195,9803,8964,4393,324,-730,-195,3478,25012,-7082
75920,886,28,-1227,-3862,17180,3506,810,-610,-1930,-20474,25012,-558
75959,1392,291,-2000,-25013,1176,-12864,123,183,-2000,-25013,25012,4049
76000,856,-83,-1400,6635,-25013,-22629,1999,-1779,-2000,13880,-25013,2044
76041,-468,-501,404,6028,-25013,-9808,1999,911,576,25012,-25013,23858
76082,195,-190,262,3304,-11386,1083,1999,1464,1999,-2380,-25013,-25013
76121,-132,140,263,243,9216,4436,1667,855,1397,-8174,25012,12367
76162,-333,-90,-326,-3014,12994,2951,-382,920,-569,4567,25012,-7825
76201,-194,72,-737,-580,12754,1780,-695,-368,-563,-466,10603,351
76239,-71,24,-959,-1816,13662,2149,-744,-218,-210,-3215,16073,-2224
76278,-82,71,-1050,1784,13343,3048,-879,-333,-731,-127,13721,-2778
76321,-60,21,-1081,2169,9855,1916,-760,-257,-450,510,10725,-4053
76361,63,36,-1118,2528,11108,1265,-756,-577,-743,-309,12351,-4029
76400,68,-76,-1097,3116,7647,2124,-741,-419,-749,2530,7323,-3748
76437,188,-48,-1083,2927,6709,1283,-558,-512,-515,693,9556,-3352
76481,218,-76,-1059,2180,6548,1973,-579,-460,-839,846,8339,-2016
