timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
530840,302,-26,-974,95,315,-556,-386,-324,-839,-460,-109,-733
530879,286,-10,-976,-130,-87,-351,-375,-356,-795,-140,-1169,115
530919,286,-11,-966,23,-198,-320,-378,-303,-582,226,-609,26
530955,287,2,-976,432,381,-38,-407,-323,-845,-12,235,-296
530997,281,-15,-978,342,-34,-246,-410,-330,-830,464,-474,-498
531036,279,-18,-971,807,-287,-280,-365,-362,-717,1009,170,-445
531073,267,-42,-967,871,187,52,-406,-344,-781,1113,381,-697
531120,291,-85,-965,1848,322,662,-292,-323,-346,4152,4845,-2133
531158,373,-178,-1041,7099,3790,4733,-38,-416,-153,9927,21132,-5251
531199,357,-97,-956,11908,11791,7352,122,-599,-957,-3519,23622,-4558
531239,1192,289,-1500,-10344,18077,139,145,-218,-1716,-25013,21417,8326
531277,613,-128,-2000,-23635,-25013,-25013,1999,1451,-2000,-25013,25012,-19432
531319,826,-61,-1195,-5864,-25013,-25013,1999,278,-2000,11193,-25013,-19882
531355,-524,-331,13,11217,-25013,-17304,1999,573,1664,25012,-25013,951
531394,210,62,796,2314,-13632,-6932,1999,972,1999,15470,-25013,2638
531437,-267,-188,-9,-4416,14518,4825,1119,-286,164,6567,25012,-6277
531474,-68,-157,-831,-1952,16680,6313,30,-367,-2000,-9167,25012,10890
531518,-326,-15,-932,-2554,12692,6129,-885,99,-921,5235,-8619,-2582
531557,-309,153,-967,2480,11933,4362,-846,-248,257,5005,5185,-2728
531597,-346,54,-982,1892,10671,2932,-813,-306,-528,741,10348,-1883
531639,-228,17,-1070,2032,10954,4299,-828,-330,-519,3641,12412,-897
531673,-178,104,-1039,3073,9205,3688,-772,-152,-757,2393,9477,-1521
531717,-32,85,-1063,2008,8188,2006,-689,-376,-469,3970,11335,-4021
531757,-31,116,-1057,3528,4709,1199,-598,-222,-929,3854,12417,1057
