timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2580045,351,-227,-944,467,651,953,-423,-500,-675,993,1703,212
2580084,343,-218,-978,46,967,1246,-436,-549,-727,692,2703,792
2580124,393,-239,-1072,-1534,966,1777,-339,-728,-666,-196,6977,2264
2580163,532,-257,-1120,-2216,1871,5311,-240,-864,-666,3449,14546,5620
2580205,412,-236,-1294,-1335,-4161,6912,-297,-696,-2000,2531,24716,6567
2580246,460,-160,-1237,-2024,-12906,1577,-360,-339,-1882,916,810,7110
2580281,322,-151,-1177,-1023,-18534,-1125,-318,-376,-2000,1547,-20243,5055
2580325,49,-39,-1243,-2945,-25013,-7096,70,-74,-2000,-1212,-25013,2393
2580360,-57,156,-1060,-8043,-25013,-22077,1700,-606,-2000,-12327,-25013,1272
2580400,-107,-233,-913,-6883,-25013,-20290,1968,-76,189,-1862,-25013,129
2580442,-323,-270,-329,5064,-25013,-14005,1578,-438,1999,-5617,-25013,-2616
2580484,-368,-433,191,5125,-10703,-8246,714,-411,1109,-3889,-1903,-7899
2580522,-474,-333,176,6102,9120,-2513,409,-435,1365,-3667,6797,-6423
2580565,-508,-301,-138,1619,19352,443,302,-788,726,-6861,22586,1048
2580605,-387,-296,-592,-4808,25012,4855,273,-518,759,-4795,25012,5889
2580647,-161,-340,-919,-5371,25012,10093,95,-358,-518,-5312,25012,3392
2580684,25,-222,-1041,-2963,25012,10539,-442,-360,-1118,-6250,25012,5534
2580724,-94,-187,-1206,-9539,25012,9119,-985,-378,-1432,-5105,25012,4195
2580765,188,-136,-1193,-2929,14689,4077,-985,-337,-1035,-2351,19073,1397
2580805,391,-69,-1121,145,5885,117,-644,-345,-1134,-3199,10000,238
2580846,383,-195,-1124,-616,3864,-1416,-757,-502,-1208,-1635,1867,-1076
2580883,338,-207,-1056,1025,376,-859,-529,-472,-589,596,441,-1358
2580924,316,-162,-1006,869,1432,-138,-598,-484,-728,-656,925,-148
2580963,297,-183,-1009,-375,577,-914,-575,-466,-703,-1167,-767,87
2581004,315,-237,-987,345,84,-751,-519,-490,-566,202,-202,-1002
