timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2608960,518,-319,-807,-619,-114,-432,-270,-489,-781,-609,-397,719
2609000,517,-312,-808,-996,-141,-509,-260,-495,-741,-826,-319,923
2609040,525,-323,-811,-1040,-137,-439,-268,-457,-766,-695,-197,645
2609080,526,-316,-822,-652,52,-445,-291,-527,-812,-408,-210,668
2609121,518,-314,-820,-933,-730,-257,-263,-496,-752,-653,-354,1225
2609160,502,-309,-807,-1487,-498,-316,-271,-501,-766,-1084,-314,1855
2609201,496,-289,-827,-2535,-606,-253,-269,-498,-673,-1085,338,2862
2609241,491,-314,-834,-2324,-174,220,-290,-525,-707,-512,1125,2683
2609286,492,-277,-867,-2253,-210,1021,-274,-469,-609,783,3490,3478
2609322,473,-291,-919,-2470,832,1739,-299,-499,-521,576,9784,4345
2609364,488,-248,-1017,-2310,1016,2594,-127,-497,-697,-351,20035,5048
2609404,613,-228,-1267,-4474,500,2277,-193,-779,-2000,-3134,23905,5119
2609443,649,-56,-1747,-3997,-16706,-2835,-746,169,-2000,-1470,-17380,5186
2609487,520,334,-1903,-2855,-25013,-25013,1999,1285,-2000,-18404,-25013,-18771
2609527,605,-56,-1956,7160,-25013,-25013,1999,-177,-606,13964,-25013,-8431
2609560,193,-130,-705,4087,-25013,-25013,1999,-587,1999,-9491,-25013,-11858
2609606,256,-741,516,12290,-4435,-5131,1099,-899,1106,-5067,-7483,-9442
2609645,-29,-297,452,6681,5870,-1268,663,-634,800,-7489,1458,-1869
2609685,-98,-421,196,1130,15159,1215,846,-544,1299,-2912,25012,1334
2609724,-231,-345,-461,-1397,25012,7067,799,-971,751,645,25012,8022
2609764,-21,-219,-1099,-7735,25012,15041,662,-266,-705,-617,25012,13891
2609804,270,-310,-1119,-7287,25012,17074,-238,-262,-2000,-4289,25012,9951
2609841,177,-193,-1222,-1725,25012,14514,-1248,-212,-2000,543,25012,5351
2609880,140,-42,-1276,-3225,13189,4605,-1328,-64,-1429,-2507,6338,1989
2609923,475,-142,-1149,-839,1754,-3770,-677,-501,-854,-3361,1883,-1599
