timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2689206,479,-394,-834,302,116,-322,-434,-568,-670,119,-26,-425
2689241,472,-394,-813,254,-144,-205,-381,-567,-595,245,473,-287
2689282,465,-399,-812,93,560,70,-409,-555,-644,79,1835,-255
2689323,463,-399,-824,171,685,20,-365,-606,-502,-3,2264,-115
2689361,503,-447,-874,-466,1693,693,-287,-793,-471,-337,13022,943
2689405,491,-458,-987,-1409,2187,1984,-378,-740,-989,90,13787,3687
2689444,685,-434,-1193,-3845,-361,1965,-452,-821,-1282,-1043,15133,5110
2689485,770,-467,-1499,-1860,-11193,1755,-449,-798,-2000,2151,14523,2119
2689522,561,-365,-1326,1779,-25013,1300,-94,-580,-2000,5638,-25013,6374
2689564,283,-52,-1039,-6648,-25013,-9009,1875,133,-2000,-5587,-25013,2018
2689607,361,-195,-957,-11308,-25013,-20971,1999,258,-49,3607,-25013,-3238
2689641,378,-426,-10,-1031,-25013,-18431,1999,81,1999,-4370,-25013,-4109
2689685,175,-622,834,7880,-1945,-8385,1694,-939,1351,-2889,5565,-5090
2689724,-73,-384,203,3109,25012,3477,904,-918,981,-3141,25012,1796
2689766,9,-326,-853,-5104,25012,11869,787,-694,373,451,25012,13690
2689808,385,-197,-1338,-12737,25012,18825,337,-447,-1879,-2329,25012,12356
2689846,134,-381,-1277,-724,25012,21842,-1446,306,-2000,1341,25012,-1016
2689884,323,-72,-1317,5984,21632,6077,-1405,-373,-1702,-1688,9090,-3966
2689926,555,-125,-1219,-1226,2631,-4745,-955,-431,-1161,-5272,-531,-1148
2689960,598,-428,-1087,1678,-1125,-4648,-590,-653,-883,-1390,-2066,-3923
2690004,497,-376,-980,4393,-306,-159,-524,-637,-603,1964,-1587,-2885
2690044,436,-292,-935,1319,648,85,-573,-568,-598,-570,-438,-350
2690083,434,-345,-904,-486,82,-711,-579,-523,-666,-493,-881,-109
2690125,493,-364,-886,976,-113,-273,-520,-496,-617,387,393,-1514
2690164,467,-335,-853,1398,-59,-2,-511,-563,-667,445,-259,-701
