timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
781716,-120,-149,969,729,47,3475,435,137,845,3283,2025,2733
781755,-118,-144,931,1852,-1039,4913,422,55,875,5996,2717,3718
781793,-121,-78,1082,6935,-2494,6519,410,390,938,11992,2036,3766
781835,-226,959,1066,6120,1791,4392,86,1999,523,6711,-2283,11329
781875,-543,1264,905,-4799,6955,-15802,-146,1999,712,-25013,-5613,-22719
781916,535,-444,843,-23548,-6052,-25013,1999,-1243,-562,-25013,-1901,-25013
781958,780,-2000,601,-13039,6665,-18249,1999,-2000,106,-2307,-4238,12510
781998,700,-2000,405,12734,-9406,25012,1999,-1436,-147,25012,25012,25012
782036,494,1565,831,25012,-9332,25012,1999,1376,-2000,25012,17850,25012
782073,-1347,1999,770,6497,22530,17710,1569,1999,530,-22556,-19660,-25013
782117,580,945,643,-25013,-10625,-25013,1999,1999,-773,-25013,25012,-25013
782157,1668,-2000,211,-25013,21851,-25013,1999,-2000,-2000,-25013,13070,-25013
782197,605,-2000,-77,17972,-14573,25012,1999,-627,-207,25012,11538,25012
782239,366,560,1061,25012,-25013,25012,1999,-4,-1290,25012,12662,25012
782274,-1065,1999,1114,7701,16151,18998,1910,1999,1448,7316,-25013,-25013
782317,-236,1377,985,-25013,-928,-25013,1999,1999,-806,-25013,25012,-25013
782358,1522,-2000,453,-25013,21187,-25013,1999,-2000,-994,-25013,8244,-25013
782394,596,-2000,123,11039,-12170,18135,1999,-2000,104,25012,-2373,25012
782437,218,-463,1003,25012,-20753,25012,1999,-862,-614,25012,24939,25012
782476,-514,1999,1179,10219,14329,22160,448,1999,217,4098,-25013,5574
782518,-718,1999,889,-15348,15340,-25013,979,1999,927,-25013,19219,-25013
782558,1480,-899,263,-25013,10662,-25013,1999,-2000,-2000,-25013,25012,-25013
782597,182,-2000,112,-2037,-8300,-11935,1999,-2000,-629,25012,-24858,25012
782636,612,-1624,421,25012,-14143,25012,1176,-317,884,25012,17951,25012
