timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
842356,259,-463,764,25012,-12986,25012,1768,-586,-639,25012,23611,25012
842393,411,1999,930,15867,-13483,25012,1999,1999,-2000,25012,-12170,25012
842438,-301,1999,996,16068,8567,-25013,1999,1999,892,-25013,4832,-25013
842476,1999,-464,488,-25013,-9456,-25013,1999,1020,-2000,-25013,25012,-25013
842519,261,-2000,-35,-25013,7648,-13359,1999,-2000,-2000,20505,-17619,25012
842559,752,-2000,-153,25012,-24770,25012,1999,1025,-1526,25012,10626,25012
842597,833,1999,1250,21926,-6554,25012,1999,1999,-1536,12238,-25013,25012
842636,-599,1999,1426,-8693,9411,-21846,1999,1999,1312,-25013,25012,-25013
842673,1366,182,570,-25013,12348,-25013,1999,1450,-1780,-25013,25012,-25013
842717,-351,-2000,-470,-3323,1201,-14754,1999,-2000,-2000,22041,3123,3561
842753,993,-2000,-206,25012,-24873,25012,1999,166,-571,25012,-155,25012
842793,1024,1999,1211,25012,-12261,25012,1999,1999,-1612,25012,-21056,25012
842833,-366,1999,1444,-17287,17666,-20621,1999,1999,1952,-25013,25012,-25013
842876,853,-361,-107,-25013,25012,-25013,1999,676,-2000,-25013,25012,-25013
842914,-556,-2000,-254,5241,-9018,-12192,1999,-2000,-2000,19796,-1727,550
842953,522,-1447,285,25012,-25013,25012,1999,956,512,25012,-25013,25012
842993,59,809,1518,17405,-2748,13190,1999,1999,1315,7488,-25013,25012
843033,-91,931,1286,-17503,8738,-8239,1225,635,1999,-25013,25012,-25013
843073,-92,-312,1071,-16509,7684,-8870,297,-390,-885,-18125,9396,-13582
843113,-136,-301,928,5712,-32,-476,477,-684,1047,10420,-10635,2519
843154,-117,-28,1015,5030,-6561,1382,370,655,755,3881,-1924,3035
843193,4,-157,1177,496,-4868,-2986,656,413,1285,-535,-6619,-3031
843233,-6,-194,1139,-1259,887,-1868,660,-36,1434,-2703,-463,-1096
843274,-34,-284,1038,-2361,1600,-680,522,10,916,-1664,587,156
