timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
3410888,746,-408,648,523,-264,6,1050,-47,-120,551,179,-477
3410928,770,-466,685,1530,-216,106,1138,-28,-74,1693,1134,-1892
3410965,843,-543,776,3162,948,792,1420,-207,229,3658,3696,-2661
3411009,869,-606,906,3741,7019,5193,1739,-412,585,6345,9536,396
3411044,851,-440,986,2196,13164,11056,1902,-74,878,4168,25012,4576
3411082,656,5,1504,-3923,16140,10922,1821,869,575,103,25012,15257
3411126,554,326,1771,-18917,25012,-4869,1999,1999,1587,-25013,25012,4684
3411165,726,-291,724,-25013,25012,-12272,1985,799,-483,-25013,25012,-12835
3411206,713,-1312,-426,-25013,25012,-11602,1137,-794,-2000,-25013,21710,-14079
3411243,674,-2000,-1202,5044,15737,8959,1694,-2000,-2000,10912,25012,-183
3411285,804,-1210,-74,17280,-17267,25012,1991,-615,-1434,25012,11276,25012
3411323,261,43,771,25012,-24927,25012,1418,297,-486,25012,8558,25012
3411361,-406,1188,1999,25012,291,25012,1999,1999,37,-14282,-25013,25012
3411404,-717,1643,876,-22701,16205,-25013,1135,-983,708,-25013,25012,-25013
3411443,486,-480,3,-25013,11863,-25013,1390,798,-1831,-25013,-7600,-25013
3411483,707,-2000,-458,-1383,-1425,-10335,1999,-2000,-2000,7471,-12017,-9037
3411526,765,-1479,101,25012,-14312,25012,1832,-680,-656,25012,23661,25012
3411563,-220,534,1042,22683,-20416,25012,1214,284,-620,25012,2645,25012
3411600,-415,1082,1649,15648,3919,19058,497,1999,1999,-24443,-25013,-4237
3411647,-651,1112,638,-16481,6955,-25013,826,-1106,239,-25013,25012,-25013
3411680,552,-858,265,-25013,1042,-25013,1999,1302,-2000,-25013,1713,-25013
3411721,742,-2000,-304,-14280,735,-14073,1999,-2000,342,7748,-25013,11351
3411760,876,-1744,31,25012,-13504,25012,1999,-1062,-934,25012,25012,25012
3411800,-127,1090,1139,20483,-10560,25012,1597,892,-705,25012,5606,25012
3411840,-185,1948,1178,8154,8890,1378,-753,1999,1999,-25013,-25013,-22055
