timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
3387885,678,-290,782,6,15,-1261,1074,108,90,-926,393,-503
3387927,685,-209,908,-1585,1014,-3141,1153,344,195,-4457,3366,-1730
3387966,723,-329,945,-812,3407,-5929,1316,318,422,-6090,4372,-5595
3388003,758,-482,950,-61,6960,-6990,1697,43,596,-8112,14048,-10216
3388045,1014,-872,1083,54,20122,1095,1999,-2000,-131,-3132,14800,-4903
3388081,1229,-1013,896,-4001,25012,12600,1999,-732,336,-6540,25012,13490
3388123,837,-888,615,-3648,25012,25012,1883,-1041,-824,4754,25012,20073
3388166,129,-315,620,-3357,14610,25012,397,111,-967,24100,22271,25012
3388202,-166,622,647,1266,3600,25012,33,1412,-163,25012,11019,25012
3388240,-298,1150,827,9548,8895,6868,-322,1999,-122,732,-21463,9074
3388281,-465,1127,604,-335,1478,-25013,386,352,760,-25013,1977,-25013
3388320,599,-800,917,-17293,-10853,-25013,1999,925,-1226,-25013,10015,-25013
3388360,1342,-2000,587,-21951,12222,-22212,1999,-2000,1211,-16958,-25013,1738
3388400,446,-1931,-16,13364,539,25012,1137,-1447,-434,25012,24190,14408
3388440,-64,-23,745,24404,-10041,25012,969,-548,-672,25012,11981,25012
3388481,-163,1373,1472,-3166,-8465,25012,822,1999,-365,16063,-12048,25012
3388520,-421,1228,1346,-587,10173,-16246,1999,1999,1999,-25013,11722,-25013
3388560,-105,462,779,-9212,9758,-25013,734,-452,-494,-25013,25012,-12747
3388600,589,-1808,651,-10776,2325,-25013,1999,-704,-2000,-25013,5663,-25013
3388640,706,-2000,537,-4771,-2425,-1482,1999,-2000,1309,8100,-5114,22306
3388680,31,-1202,480,20363,-14378,25012,837,-150,-56,25012,13192,12990
3388721,34,852,1401,15420,-10688,25012,835,1650,562,25012,3532,25012
3388768,-497,1229,1176,1357,10721,-14087,1221,1999,1824,-25013,13656,-25013
3388805,31,-66,757,-15983,5435,-25013,1384,-689,-671,-25013,25012,-25013
3388846,568,-2000,543,-7488,12347,-17059,1999,-2000,-141,6789,-12638,-24923
