timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
188237,-309,-326,921,138,-276,-210,-124,71,1005,185,-1445,-374
188276,-310,-325,913,-129,-558,-179,-106,10,1098,174,-767,111
188316,-318,-332,928,525,-867,45,-102,62,1045,796,-1830,288
188356,-306,-327,951,702,-880,106,-80,103,1138,845,-1103,335
188396,-290,-323,983,467,718,661,-41,35,1303,754,-34,28
188437,-278,-327,980,-423,3222,2105,32,181,1524,2469,1622,64
188476,-253,-354,1061,1393,10586,5609,147,101,1924,2533,12137,-1906
188516,-438,-245,927,-961,16821,6838,-97,249,1052,-3009,21462,-72
188562,-571,150,271,-5338,10451,-2009,-1298,594,-1261,-17702,25012,-3372
188599,-1870,-23,-178,-5083,-25013,-25013,1999,-2000,-2000,-25013,-25013,-12970
188640,465,-314,-1351,-6476,-25013,-12957,1999,528,944,9550,-25013,25012
188679,1999,-487,898,16450,-25013,-25013,1999,1235,1999,4589,-25013,-18974
188716,1225,-320,1294,10947,-13593,-20845,1999,-908,1999,-1810,-25013,-25013
188760,1225,122,740,2912,12352,6993,1999,-1107,167,-5238,25012,15034
188797,1107,-36,673,-9316,6047,14182,1465,569,-2000,-6200,20496,15592
188840,1008,-352,733,-5194,4288,9647,1093,306,338,3807,-12793,7771
188879,962,-323,757,943,7518,3666,1141,140,995,2512,5071,-5225
188920,854,-287,747,1596,9618,1381,1146,-138,414,436,10655,-3732
188961,766,-335,819,316,13529,1554,1127,-19,700,401,5183,-7451
189002,669,-325,806,387,21344,2914,1389,-126,1802,1229,25012,-5580
189039,536,-368,882,565,25012,4533,1368,-63,798,-19,25012,-7614
189079,325,-318,747,398,25012,5532,1365,-276,1007,696,25012,-5356
189119,136,-327,735,1319,24098,5541,1029,-248,630,458,25012,-4332
189159,-44,-338,846,183,23725,5101,266,57,-208,1396,24921,-2970
189200,-219,-271,729,-1981,18586,3096,4,-225,439,-2660,13067,-2228
