timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
3050005,654,-197,1166,2946,1457,-11300,1547,517,544,-8291,-1245,-14330
3050047,791,-310,1281,3383,6479,-10940,1979,-218,792,-9482,6525,-10040
3050085,799,-435,1164,-3379,12252,-4398,1966,-274,1576,-11562,24123,534
3050125,669,-587,1077,-6170,16775,2604,1841,172,529,-10570,25012,-2458
3050164,509,-495,942,-5631,21505,5303,1565,-173,479,-13613,25012,-362
3050205,410,-443,719,-12890,25012,10594,1417,-62,437,-16460,25012,4612
3050247,301,-452,481,-11231,25012,15190,872,-98,-301,-10286,25012,3554
3050284,174,-322,187,-8333,25012,20163,16,-1805,-1917,-3808,10525,15315
3050325,-280,-94,-611,1133,15641,19192,-2000,-653,-580,13939,13423,9379
3050365,-770,416,-875,18148,-25013,4108,1999,67,-2000,25012,-25013,25012
3050402,1221,1083,430,-4731,-25013,-13274,1999,1999,-1689,18080,-25013,25012
3050445,1999,-770,1358,-12054,-25013,-25013,1999,1728,1999,-12034,-25013,-12681
3050486,1999,-263,1655,10395,13290,-273,1999,207,1999,-940,25012,-8447
3050524,854,137,978,-4139,25012,13601,1999,123,-2000,8578,25012,12619
3050565,905,-217,937,-8507,16806,4979,614,822,-2000,-10776,15104,-7680
3050606,632,-456,760,2639,1038,-3682,1049,-512,6,6425,-15064,-5608
3050643,598,-202,768,4080,-1557,197,1270,-276,872,3977,-8025,3982
3050686,599,-173,770,-5290,2308,3991,995,198,243,-1806,4410,6701
3050723,556,-261,757,-3780,4935,3595,834,369,94,-726,3605,2529
3050764,525,-274,711,-66,4297,-67,826,24,17,-881,2426,-2303
3050802,489,-266,713,682,1990,-1383,883,-139,62,-944,495,-1381
3050844,521,-311,748,-692,-749,-1051,965,-91,158,-448,-1496,477
3050885,543,-312,798,-790,-1528,-524,1013,-18,252,-346,-1048,755
3050923,553,-318,839,-722,-1080,-448,1019,41,227,-407,-906,390
