timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2999403,147,-478,932,-4900,17678,2158,1008,-226,286,-6112,18903,1929
2999444,-41,-530,854,-6638,13028,2506,811,-192,227,-4137,11963,3638
2999487,-81,-577,789,-4613,10682,3254,791,-262,654,-1958,12908,1860
2999527,-153,-592,777,-2883,8590,4830,683,-185,550,-32,9857,2812
2999568,-204,-547,736,-2977,7115,3754,675,-156,770,-1454,10914,1186
2999607,-287,-564,701,-2198,6439,3490,611,-278,837,-807,11009,1859
2999648,-340,-589,645,-2330,5432,3403,569,-202,952,300,11232,1161
2999687,-372,-581,648,-1019,4615,3012,533,-194,922,-2457,16222,-219
2999720,-424,-557,598,-106,4644,2670,472,-233,986,-2138,17689,-1246
2999766,-482,-534,579,962,5440,3377,302,-322,660,2260,21180,-2822
2999804,-388,-473,566,1367,6996,5024,42,-467,474,1490,17616,-809
2999845,-613,-415,-23,5449,-519,6382,-659,-1470,596,7677,20542,871
2999882,-1351,-93,-172,13120,-25013,1738,1592,-1256,-2000,25012,-25013,25012
2999924,952,-77,312,-4042,-25013,-18693,1999,1999,-1106,5161,-25013,25012
2999965,1115,-313,936,-7060,-25013,-17838,1999,911,1999,9508,-25013,-1886
3000000,1999,-406,1621,-2390,-2022,-1090,1999,1294,1999,-4354,25012,1816
3000045,967,-330,1049,1916,18390,900,1078,548,326,922,-5679,-7681
3000087,798,-406,933,1957,9455,-4564,1518,-408,153,443,15987,-8497
3000124,802,-286,1098,216,9069,1458,1802,-261,343,-493,25012,-4295
3000167,696,-379,974,-4199,15118,3206,1136,78,-345,-5116,18289,-54
3000207,457,-384,744,-2595,15488,3054,799,-204,-272,-2873,13078,805
3000245,293,-331,681,-3048,9006,2763,647,-171,-238,-1224,4743,3280
3000285,258,-371,668,-3057,1896,1548,652,-34,-51,-215,-1701,2546
3000320,274,-396,695,-1300,-1446,170,800,-68,245,153,-2850,1297
