timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
332675,-207,-301,796,-1161,3077,-1019,149,-230,532,-2009,-1387,-248
332713,-116,-353,812,-723,-2220,-1467,293,26,1280,1488,-3577,525
332756,-100,-403,970,4231,-1286,-565,331,5,1102,4351,-1789,-2122
332798,-115,-310,987,3941,-669,-210,367,7,1220,2968,-1341,-763
332838,-113,-315,1027,1800,525,383,342,15,1069,1333,2660,-541
332878,-134,-317,1036,1710,1389,512,335,115,1255,1964,1716,-1086
332913,-127,-289,1021,1914,2698,1035,330,63,1179,2065,4512,-1177
332957,-168,-295,1032,1834,4350,1567,297,78,1364,2362,6868,-1124
332998,-146,-257,988,748,6232,2349,414,221,1914,3596,22057,-207
333036,-237,-281,1027,3159,10183,4470,108,-35,469,2588,20187,-2306
333076,-268,-156,861,1744,10100,4137,110,158,1493,4046,18291,-984
333118,-743,-128,943,1852,11616,7387,-97,140,473,2651,25012,-4284
333158,-722,748,206,-5467,-967,-8558,-828,940,-2000,-25013,-23460,1329
333193,-264,509,-1852,-25013,-25013,-25013,1999,-2000,-2000,-25013,-25013,-25013
333237,1999,-1505,-1135,1700,-25013,-24674,1999,1999,1999,-14424,-25013,1606
333278,1200,-871,1437,22137,2048,-22863,1999,-2000,1999,-2432,-12493,-25013
333315,987,121,438,-3503,3733,3101,1999,-658,-2000,-10096,5721,-5633
333358,1200,-280,484,-1162,-5805,5384,986,605,1999,3437,-4282,6783
333397,1040,-244,332,-790,4529,3897,939,72,-1178,1216,6931,-535
333436,993,-237,356,1351,1993,-1522,1025,-440,411,96,1763,-3920
333475,978,-341,358,427,5415,1316,1121,-504,432,1704,10168,-1725
333515,1038,-309,458,1311,11266,5206,1268,-219,357,2558,18833,-1647
333553,923,-289,579,700,17172,6667,1296,-70,246,1022,18800,-5417
333594,836,-375,636,622,23696,7012,1300,-244,1008,1148,23422,-6709
333637,714,-443,646,4063,25012,6201,1675,-18,1175,6878,25012,-10221
