timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
201280,-167,-227,982,622,-77,115,10,174,1082,708,-648,531
201319,-172,-202,1009,201,125,-156,14,200,1127,-119,-483,-403
201360,-161,-237,1016,-152,319,-451,23,129,1038,-135,497,-451
201397,-159,-227,1008,-319,259,-323,27,185,1135,-357,425,-393
201440,-165,-238,993,-45,351,-194,27,110,1094,-164,204,-30
201480,-162,-246,1004,-92,432,80,17,151,1090,121,227,-46
201519,-159,-257,1016,119,1206,587,45,124,1222,448,1064,35
201558,-150,-250,1053,-159,3831,2158,164,54,1340,1000,422,676
201600,-124,-298,1071,385,11448,7050,284,348,1999,4410,12477,854
201640,-184,-264,1135,2922,19319,11028,191,351,957,6322,25012,-5362
201678,-488,23,876,865,24473,7083,-37,555,1129,1344,25012,-4279
201721,-717,121,458,-1149,17992,482,-951,204,-1656,-8188,18225,-5764
201761,-1266,22,-354,-9989,-25013,-25013,1464,451,-2000,-25013,-25013,-25013
201801,1999,114,-841,-1041,-25013,-25013,1999,-2000,72,25012,-25013,-2470
201840,1999,-1281,88,12071,-25013,-25013,1999,1999,1999,25012,-25013,-314
201881,1030,-144,1622,9676,-20379,-16514,1999,-1690,1999,-824,-25013,-25013
201917,1330,78,786,-4243,11667,11451,1999,-1922,1763,-3872,25012,18087
201959,1047,-94,503,-12093,1877,17341,1222,1180,-2000,-12697,11742,15408
201997,983,-434,467,-4319,-2968,6690,1148,151,1010,5362,-25013,8494
202039,1006,-421,626,2767,5441,-254,1289,-162,1311,52,16096,-12005
202082,960,-420,600,4650,13739,412,1293,-490,156,2558,16092,-8580
202120,877,-381,665,3077,18070,2025,1216,-304,459,2272,11968,-8026
202160,747,-337,659,380,19317,4377,1193,-463,602,133,21924,-2790
202200,620,-393,743,-2070,18429,5090,1014,-103,235,-692,18537,-848
202240,478,-393,758,-2947,16855,4291,836,-167,268,-1230,13009,-1956
