timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1662805,-501,391,720,5341,-6826,6898,130,784,1136,3458,-3866,-1909
1662842,-489,297,798,1151,-3664,1394,162,605,976,-748,120,-2606
1662885,-560,239,809,-195,-1194,-652,125,188,833,-2281,-2438,-1335
1662925,-538,172,857,-2161,-1635,-2410,289,568,1370,-3694,-3525,-2098
1662965,-621,176,812,-914,467,-1181,93,277,905,-2645,-1135,-288
1663006,-608,141,883,-445,-883,-949,292,305,1286,-2180,-3519,-1258
1663043,-614,202,864,-1304,1480,-1137,140,358,1070,-4279,706,-1000
1663085,-654,85,817,-726,705,-1034,202,117,939,-1466,-1445,-232
1663126,-602,152,834,-1018,1116,-1066,211,249,1239,-3055,1421,77
1663165,-641,68,813,-75,1573,-563,132,173,873,397,507,183
1663206,-620,139,961,-2510,2925,-1147,525,255,-2000,-5623,-24795,-6185
1663243,-595,-74,731,-297,7574,-578,1999,1716,1481,24132,-25013,14854
1663284,-693,141,531,838,1367,-455,231,-135,-2000,13962,25012,-6739
1663328,-623,-113,744,-794,-328,900,992,422,69,3438,18383,-1712
1663363,-772,257,712,453,1506,1803,574,446,466,-1277,-2229,1290
1663405,-724,88,704,-370,-600,-406,842,356,754,261,467,124
1663446,-717,207,762,-865,289,-300,781,439,718,-1192,64,2096
1663486,-718,54,727,-239,145,-474,759,289,645,-551,-465,622
1663524,-675,175,774,-1077,558,-1000,809,376,691,-1804,-84,3216
1663565,-743,351,719,-5276,668,-6566,758,264,675,-7759,-6370,12362
1663604,-620,357,812,-16843,2138,-20609,1117,201,835,-18137,-10327,25012
1663646,-562,106,629,-25013,7580,-25013,892,-193,476,-25013,-16244,25012
1663684,-223,-193,307,-25013,5579,-25013,1184,-385,467,-25013,-20558,25012
1663724,232,-303,79,-25013,11963,-25013,1381,-559,435,-25013,-18345,25012
