timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1627403,416,-887,-608,2970,-106,3909,-95,-898,-406,3738,1235,-3812
1627447,442,-853,-520,4480,-403,5579,-137,-946,-409,5116,3098,-5253
1627484,372,-902,-579,6057,-2380,6118,-325,-921,-429,8096,2109,-9476
1627523,437,-929,-450,11550,-6327,9375,375,-961,-170,11282,3577,-13031
1627562,263,-979,-415,12723,-2925,13309,-50,-1001,-344,12762,5034,-15161
1627605,213,-1063,-459,18864,-7574,15709,167,-839,96,23850,6567,-25013
1627646,200,-1095,-228,25012,-8517,24406,765,-878,931,25012,22627,-25013
1627683,-54,-1028,27,25012,-11181,25012,1049,-1592,569,25012,25012,-25013
1627725,-96,-809,194,25012,-9817,25012,697,-914,444,25012,25012,-19828
1627763,-343,-547,402,25012,-12508,25012,646,-608,-14,25012,25012,-2651
1627804,-310,-336,686,23974,-9570,24493,365,263,862,25012,11590,1586
1627846,-453,-91,787,19663,-5412,18414,195,93,705,18391,22068,-970
1627886,-512,45,827,7156,-8022,9463,-146,678,609,3996,529,7916
1627922,-418,-51,931,1791,-6275,4603,132,479,1260,6102,1979,1394
1627966,-469,37,921,3406,-51,3843,-78,386,797,1987,2064,1040
1628007,-514,63,824,-625,-1938,655,-100,482,747,-922,-5608,1815
1628044,-434,-36,949,600,-2085,-1061,178,500,1390,249,-2497,-1735
1628086,-418,19,905,-1139,208,-1796,40,364,723,-3319,-4275,-1453
1628123,-404,-29,844,-4038,-669,-3544,134,312,992,-4636,-4700,-385
1628165,-418,-122,916,-212,-786,-2004,195,201,1011,412,-2303,-691
1628205,-421,-60,884,747,-1228,-435,141,323,885,758,-5892,654
1628247,-383,-37,935,1082,-2139,-760,291,507,1165,940,-5099,-512
1628288,-391,-16,988,622,-651,-1596,263,305,1004,-1512,-763,-1469
1628326,-393,-45,922,-2679,-506,-3271,217,331,941,-4820,-3885,225
