timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1651204,-545,400,916,4107,-3777,6506,240,877,769,2712,-1504,1476
1651240,-424,227,898,-26,-718,1541,400,739,1195,140,864,261
1651287,-517,287,794,-1454,2002,-697,169,633,815,-6943,-1112,-14
1651324,-530,80,762,-3365,1114,-2362,191,304,706,-2419,-12,-1016
1651366,-504,145,821,1019,-32,770,299,657,1131,-1012,-2575,805
1651405,-549,100,839,-1843,127,-1030,302,312,766,293,-346,-1036
1651445,-528,117,873,2693,-15,2370,331,663,1112,2267,-290,433
1651485,-560,235,877,-1408,912,-771,284,522,898,-2151,-41,-382
1651524,-547,75,854,717,1448,167,277,577,872,193,1583,-1466
1651566,-577,280,887,-919,4310,-1263,114,829,370,-8208,-2263,-1815
1651604,-677,290,980,-7671,8637,-4257,456,508,-2000,-25013,-25013,-9293
1651644,-428,78,531,-7979,14138,-5992,1999,-484,1999,-23906,-25013,1569
1651685,-668,-11,544,-13918,2122,-13142,-981,750,-2000,-9454,-25013,12135
1651724,-615,-513,570,-5506,210,-6851,774,423,-462,-1832,10977,3390
1651765,-674,-225,586,1888,-1220,603,713,-62,619,472,-3484,-637
1651806,-672,-257,779,750,-4060,-386,1148,201,726,2116,-409,-1976
1651842,-736,-165,851,1348,-674,1292,910,135,595,512,393,206
1651885,-741,-144,776,-1123,-1443,-1487,961,104,595,79,-2669,2280
1651928,-643,-123,856,-2674,764,-2129,1035,84,674,-3258,-240,7574
1651967,-726,162,828,-11329,3842,-10896,979,144,651,-11589,-6195,19477
1652008,-565,-19,748,-20156,6509,-19793,1146,-12,670,-17135,-7955,25012
1652045,-372,36,645,-25013,13004,-25013,1434,-264,691,-25013,-10787,25012
1652087,228,-160,195,-25013,25012,-25013,1208,402,549,-25013,-7072,25012
1652125,739,-606,-569,-25013,25012,-25013,183,443,-44,-25013,5,25012
