timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1666209,-334,-364,332,24479,-20185,25012,544,-78,-17,25012,25012,-13540
1666244,-337,-31,570,21638,-15514,25012,430,-10,920,25012,14067,-2909
1666284,-547,375,752,14680,-9139,23101,-7,1203,592,19654,10188,1149
1666324,-584,526,754,3683,-3891,6433,168,566,1248,2217,1265,-2762
1666366,-567,247,725,2359,-2566,3916,131,406,829,3144,5864,-193
1666405,-593,386,700,-189,-1739,928,109,443,970,-1921,-22,-493
1666446,-582,161,784,-157,-2256,139,246,246,882,1142,1192,-1304
1666482,-610,267,800,532,-987,1254,156,464,1055,741,-2084,806
1666523,-575,206,890,480,-1491,79,260,553,1186,281,316,-1533
1666564,-589,363,826,-954,478,-1145,135,428,892,-3668,-1035,179
1666605,-576,156,908,-1867,1771,-853,33,582,-1298,4488,-15712,-5066
1666646,-590,456,939,-1145,7759,-1946,1999,1999,1999,15283,-25013,25012
1666684,-641,45,572,-1684,2710,-3590,1999,724,-2000,-25013,25012,-13083
1666724,-734,93,614,-1584,1001,-2338,922,431,1209,-435,24652,-3805
1666766,-697,112,693,859,812,849,586,288,170,1100,2090,-1232
1666806,-692,168,703,109,-1514,-1374,919,310,820,-61,-2230,0
1666842,-665,46,762,474,367,437,743,320,651,803,958,-496
1666887,-713,189,721,-694,-342,-1187,672,419,690,-338,-1682,765
1666920,-564,123,873,-478,287,-631,818,460,694,-989,2593,519
1666966,-700,187,719,-703,833,-1016,648,359,607,-1096,-1045,1673
1667005,-587,146,831,-1999,707,-2509,749,393,665,-2209,838,2807
1667047,-707,218,728,-2403,1989,-3402,750,299,699,-5158,-2006,6846
1667086,-697,276,744,-7938,2655,-10424,900,375,794,-9828,-4833,13680
1667124,-684,297,818,-12719,5721,-17088,831,353,752,-16687,-6255,20160
