timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
799422,-100,-49,1055,-1503,962,181,109,231,1103,-350,-1755,9
799461,-108,-62,1057,48,1636,190,162,119,1133,441,926,-1329
799501,-134,-31,1027,-420,733,351,121,97,862,332,-919,1269
799543,-112,-48,1022,-259,248,437,189,324,1207,1009,-1919,828
799583,-109,-21,1047,156,1735,88,164,156,1047,164,1294,-487
799619,-157,-22,1014,-996,696,-234,135,216,907,26,-3512,1797
799661,-137,-72,1025,-299,167,90,242,199,1209,2000,-2590,1356
799702,-121,-61,1081,2897,2700,1264,246,298,792,4854,-4472,42
799742,-184,-5,1159,2603,8683,1489,359,359,1114,6254,-4851,-2596
799780,-282,-6,1109,2541,14198,4404,267,80,81,-7958,-16640,-1176
799821,-195,-83,1002,-7161,10671,4573,1421,312,705,-3555,-25013,-7100
799862,-311,-119,840,275,13662,6795,704,624,108,-11701,-25013,-21084
799902,-543,90,486,-3403,266,1398,908,-331,155,1706,25012,-4631
799942,-378,-170,909,3586,-813,6135,826,332,411,3054,1667,-7070
799981,-496,179,852,2838,-1237,3974,735,341,421,1003,-2599,-2076
800023,-403,96,956,484,-698,629,912,494,539,-558,75,-142
800062,-496,39,887,2963,-66,1424,802,354,412,822,-16,-2833
800102,-475,151,933,2550,-1622,734,944,453,474,1635,-570,-1645
800143,-428,124,1016,1889,178,806,953,461,453,503,1289,-1322
800179,-497,167,961,11,673,-148,893,413,436,-1125,-635,978
800220,-445,156,989,-2011,1100,-1421,950,431,487,-2611,-229,4124
800261,-467,355,949,-8233,2740,-6097,1059,241,486,-10496,-5504,18275
800301,-406,248,940,-22690,5836,-16599,1195,240,561,-15535,-8042,25012
800341,-358,224,816,-25013,11025,-22754,1471,-158,470,-25013,-12751,25012
