timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1606884,-520,-105,913,-1538,-16,-1693,262,436,969,-356,-2216,2430
1606928,-518,-128,884,836,430,252,260,403,1044,800,1000,314
1606963,-521,-61,907,-545,3,-648,281,408,1057,-1348,-549,-51
1607005,-500,-149,898,-97,486,-288,297,369,1033,667,679,-329
1607045,-511,-80,879,473,894,522,253,359,1003,129,799,390
1607086,-519,-100,866,143,625,246,255,397,928,696,-58,-152
1607125,-519,-75,880,1673,1440,657,245,475,1023,776,11,-1603
1607162,-544,-7,871,535,2166,-680,224,457,846,-865,-578,-2087
1607200,-532,-99,839,1488,3141,-209,323,404,1315,959,1015,-2332
1607241,-605,-50,995,1512,6622,1785,276,370,299,-17876,-2114,467
1607285,-468,-264,969,-2670,15134,5608,1999,242,-2000,-2885,-25013,-8400
1607324,-912,-8,16,-261,723,948,1999,-386,1999,-25013,25012,7670
1607365,-718,-181,698,-1248,-1148,2235,1225,-51,1999,2275,-10619,3097
1607405,-728,84,730,577,-830,1106,762,307,1186,-398,-3369,1519
1607444,-717,-2,736,-1313,-1138,-2146,825,249,738,-1797,-2228,291
1607486,-680,-101,758,239,-300,208,694,128,649,495,-720,-207
1607523,-658,-51,809,-762,-1585,-533,954,334,911,174,422,955
1607566,-705,18,804,-1201,1278,-157,694,191,667,-1778,-54,2600
1607602,-726,152,778,-5477,-59,-4668,888,29,770,-5613,-4724,11203
1607645,-584,192,894,-16663,3814,-16405,962,289,983,-18563,-6614,22750
1607684,-604,41,556,-24494,6293,-25013,745,-195,587,-25013,-14012,25012
1607723,-122,-130,423,-25013,9291,-25013,964,-19,710,-25013,-16475,25012
1607767,256,-232,-3,-25013,15622,-25013,570,-387,174,-25013,-18703,25012
1607805,678,-998,-623,-25013,18880,-25013,79,-286,-275,-25013,-12251,25012
