timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
780979,-413,236,934,-1093,298,-435,798,578,573,-1140,197,-41
781018,-488,303,812,-595,319,-277,676,486,459,-721,-2158,1525
781060,-436,199,878,-818,-695,-567,824,541,560,-231,-2313,282
781101,-468,286,862,-434,120,-54,701,522,469,-1097,-2333,932
781139,-451,223,884,-89,-748,279,863,460,491,666,-2613,283
781178,-455,318,915,-1312,-351,-3,907,501,514,-3174,-4575,3612
781217,-438,416,942,-5414,1641,-3420,1035,315,520,-8274,-4777,11667
781258,-466,604,916,-19363,3854,-13601,1193,142,515,-16138,-11345,25012
781297,-216,968,863,-25013,10707,-25013,1920,235,668,-25013,-23478,25012
781337,494,390,79,-25013,24303,-25013,1999,550,551,-25013,-25013,25012
781377,945,-616,-1622,-25013,25012,-25013,-536,1694,772,-25013,-23692,25012
781417,494,-1712,-1467,-25013,24207,-25013,-1739,-377,-809,-20598,1548,25012
781457,385,-1157,-928,-18,4700,-3619,-443,-841,-593,-4674,1683,1336
781497,330,-586,-538,1818,5002,-2574,-548,-680,-509,-6208,3028,1725
781537,373,-965,-631,2540,1235,-649,-292,-919,-662,-884,2080,-1918
781577,303,-896,-511,3355,1265,3243,-277,-778,-516,2407,4287,-3487
781617,363,-833,-530,2641,1471,2519,-416,-707,-594,1851,4087,-3870
781657,405,-1060,-602,8766,-1032,8027,-326,-821,-599,6767,8411,-12715
781703,312,-908,-474,11736,-1464,12087,-180,-943,-504,10215,11184,-15259
781739,179,-1262,-542,15869,-3148,15944,-285,-850,-423,18799,16030,-25013
781778,175,-1201,-425,25012,-7694,22250,134,-997,-385,22891,17032,-25013
781820,89,-1096,-93,25012,-7232,24515,427,-895,-163,25012,17461,-25013
781858,-74,-962,71,25012,-6504,25012,793,-341,1174,25012,19254,-25013
781900,-197,-845,228,25012,-8500,25012,1377,-1595,1178,25012,25012,-25013
