timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
1588962,-565,-79,815,-293,1017,-579,467,302,1018,-527,998,-449
1589005,-599,-65,834,435,1940,99,419,263,985,-337,1513,-415
1589043,-620,-58,794,-978,1770,-497,370,211,897,-1411,1851,163
1589084,-554,-125,816,-356,899,-404,468,252,971,-740,1386,-420
1589123,-591,-131,802,-1127,1210,-627,397,175,965,-885,929,864
1589164,-606,-165,830,125,400,372,436,247,970,958,1080,-244
1589205,-582,-84,837,420,749,354,464,300,1031,-1078,1455,144
1589246,-540,-170,770,-739,1536,-544,401,92,864,-344,1303,-430
1589283,-588,-161,748,183,964,264,425,200,835,67,640,-47
1589323,-564,-206,810,-188,2090,595,256,470,204,-293,365,-3602
1589363,-634,-200,987,470,7796,4281,1999,-182,-2000,2367,-25013,-1500
1589402,-618,-68,760,-2200,811,3151,1999,-1329,-2000,-9569,25012,-6736
1589442,-634,-133,704,1281,-409,3642,877,220,-501,1854,10784,-4176
1589482,-690,68,750,-458,1297,1249,662,326,643,-941,-1790,-490
1589524,-654,-41,786,-1821,-180,-1591,939,204,766,-1460,-429,2196
1589564,-706,-95,728,-1148,758,431,738,98,597,-554,900,3695
1589604,-695,11,753,-3641,-470,-2061,847,320,702,-2585,-501,7903
1589644,-706,177,817,-10929,2140,-8780,853,246,769,-11713,-4219,15831
1589681,-628,81,751,-19338,4961,-18589,909,67,718,-19013,-6322,25012
1589722,-535,-398,535,-24106,6225,-23448,898,-199,616,-21460,-8177,25012
1589767,-431,-655,343,-24235,7126,-24188,827,-725,370,-22389,-9796,25012
1589803,-165,-260,260,-25013,9535,-25013,830,-418,386,-25013,-15805,25012
1589843,149,-780,-263,-25013,12704,-25013,489,-614,153,-25013,-14512,25012
1589884,605,-1022,-613,-25013,15164,-25013,-86,0,-85,-25013,-4887,25012
