timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2144680,417,-230,873,-2057,-687,111,973,94,10,-364,-233,2348
2144720,430,-224,874,-2854,-856,207,990,191,117,-950,638,2773
2144760,447,-243,901,-3056,-346,-90,1046,146,168,-2038,1734,2419
2144800,459,-190,933,-6261,560,-318,1240,87,484,-5805,7277,5483
2144840,441,-170,1017,-15567,1809,-45,1318,-45,214,-10279,10822,13027
2144880,442,-304,977,-25013,3117,-298,1525,92,840,-21335,14529,21954
2144920,479,-555,802,-25013,3851,1039,1677,-40,601,-25013,24961,25012
2144960,445,-1139,543,-25013,7293,4794,1341,-406,715,-25013,11155,25012
2145000,367,-1099,151,-25013,8316,8103,1301,-496,447,-25013,16109,25012
2145046,335,-1122,-579,-25013,10120,7943,511,-40,-60,-25013,11200,25012
2145086,300,-1065,-771,-25013,9582,7721,-18,-330,-646,-16848,10690,16854
2145123,255,-501,-694,-15648,7587,5212,-292,-573,-1500,-10635,4635,10859
2145164,276,-479,-578,-12203,8961,106,744,-2000,-2000,-18515,-25013,13222
2145204,426,-226,-375,-10863,17940,-3809,1056,-320,-478,-8318,-25013,25012
2145242,330,-458,-689,-14204,15483,-3632,-767,630,1999,-25013,25012,-25013
2145280,455,-333,-607,-5631,1187,-569,-268,-443,-498,-9225,-4358,15880
2145320,448,-426,-601,-4316,4058,-811,-731,-473,-278,-2349,-825,7263
2145360,498,-369,-701,-529,3506,1782,-895,-66,-144,3503,3598,-1258
2145400,666,-936,-1066,12074,1594,10447,-1222,-336,-443,15222,9824,-25013
2145441,968,-1653,-1395,25012,-1944,25012,-389,-645,-126,25012,18868,-25013
2145480,1060,-1133,-1569,25012,-5577,25012,456,-812,272,25012,24268,-25013
2145520,700,-169,-1022,25012,-10069,25012,188,-1218,-190,25012,17798,-25013
2145560,100,8,10,25012,-19806,25012,884,43,471,25012,1701,-25013
2145600,-507,666,1067,21334,-10723,25012,1094,1131,931,18152,3922,-21998
2145640,-694,428,828,7941,-5057,7990,603,405,430,7918,-1907,-9508
