timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2014640,238,-480,814,-25013,2022,-6112,1261,-307,359,-13819,5014,25012
2014681,249,-687,622,-25013,4130,-5419,1133,-501,153,-15212,5752,25012
2014720,254,-842,351,-25013,5838,-4116,1009,-613,381,-14620,11351,25012
2014760,229,-943,120,-25013,2627,-2816,658,-803,-304,-17903,13648,25012
2014800,249,-887,-248,-25013,-87,-2519,437,-786,532,-19035,16316,25012
2014840,274,-1004,-564,-25013,-6545,-767,438,-469,-116,-19625,25012,25012
2014880,254,-1009,-650,-25013,-3634,3183,49,-125,-822,-18107,23761,17567
2014920,163,-635,-741,-19667,-779,4125,18,-727,-465,-14308,13899,11065
2014960,157,-607,-856,-15319,329,3963,16,-637,-446,-11358,15209,6933
2015006,123,-526,-817,-11141,3148,4541,9,-505,-457,-10337,8692,7332
2015046,119,-499,-921,-10055,5345,4748,-10,-501,-535,-7619,16750,1818
2015086,125,-389,-917,-7871,3697,2548,106,-670,-917,-9216,11337,167
2015126,204,-488,-946,-7708,6412,3852,276,-938,-2000,-5855,-1425,1708
2015165,247,-490,-879,-5658,17275,7935,1999,-2000,-2000,-6560,-25013,5375
2015204,509,-141,-1104,1002,15788,7916,1999,1999,1999,25012,-25013,25012
2015245,494,23,-907,-1174,-5102,-4382,-350,1998,1999,2405,-16893,14418
2015284,361,-500,-874,764,-2539,-927,-622,-434,200,-1425,-1984,3614
2015322,283,-173,-897,-1438,454,-301,-934,-295,-71,-4314,-3009,3822
2015365,368,-341,-917,162,-1078,-106,-910,-353,27,-3276,-307,-616
2015405,331,-328,-933,306,-574,746,-1050,-443,-222,820,1836,-3416
2015445,337,-589,-1083,9861,-3085,4701,-1461,761,-64,7943,3690,-25013
2015484,546,-1329,-1552,25012,-7403,22284,-571,1397,152,21883,13394,-25013
2015526,714,-1011,-2000,25012,-9708,25012,1999,-10,607,25012,4003,-25013
2015566,765,-256,-1341,25012,-13980,25012,1999,-39,987,25012,6706,-25013
2015605,-89,1666,354,25012,-10070,25012,1276,-638,444,25012,-3080,-25013
