timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2069606,9,103,1030,-2819,-809,-1570,989,274,-19,-1288,-1116,4475
2069646,21,200,1052,-8830,-617,-3660,1123,120,123,-837,-880,14041
2069683,66,240,1017,-19952,338,-7600,1414,-31,207,2347,6390,25012
2069720,-11,-22,1018,-25013,719,-9513,1382,223,382,-7947,7787,25012
2069767,93,-262,756,-25013,-75,-12228,1406,40,558,-17175,16537,25012
2069806,171,-511,560,-25013,-758,-12415,1331,-187,421,-25013,25012,25012
2069848,326,-775,88,-25013,103,-11400,1314,127,1247,-25013,25012,25012
2069883,295,-1052,-326,-25013,-545,-5180,709,514,-68,-25013,25012,21632
2069922,212,-1011,-607,-25013,-4632,-1732,910,140,-334,-25013,25012,-2793
2069964,294,-686,-455,-25013,-4374,-1647,295,-519,-1240,-25013,21237,-7976
2070004,240,-794,-673,-19188,1601,1874,460,-718,-468,-18394,7074,-5519
2070045,338,-576,-780,-14239,8336,2457,582,-1079,-1426,-11112,-11562,4763
2070084,432,-589,-746,-15712,18059,6426,1384,-382,-2000,-7946,-25013,17957
2070120,555,-441,-677,-7527,25012,2709,1999,-2000,-1830,-8966,-25013,25012
2070166,-378,-542,-2000,1589,11598,990,-435,-2000,-2000,5537,25012,-25013
2070205,764,-503,-956,-4500,-3266,-1977,-819,-857,-123,-3081,-13019,11686
2070246,609,-576,-786,483,853,2787,-839,-624,-221,-2447,535,512
2070285,558,-450,-874,594,204,2130,-945,-488,-326,-3538,-792,-2706
2070324,618,-748,-992,8049,-2449,4814,-1187,145,-423,5029,-1389,-23617
2070368,942,-1477,-1469,25012,-4635,25012,-840,-32,-490,21777,2895,-25013
2070404,1360,-1257,-1914,25012,-8039,25012,429,-641,-257,25012,3538,-25013
2070444,1042,-779,-1359,25012,-15247,25012,895,-28,279,25012,-3594,-25013
2070487,859,1203,-373,25012,-16783,25012,1315,650,380,25012,-10277,-25013
2070523,-56,1659,527,25012,-13014,25012,574,1262,3,19472,-11039,-19397
2070566,-155,1053,986,12937,-6897,12650,930,999,112,7016,-2921,-6790
