timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
185139,94,-111,-984,826,-156,-373,-347,-388,-764,182,-607,-550
185181,95,-75,-962,707,311,-109,-357,-357,-731,680,-428,27
185220,97,-85,-982,461,561,-81,-391,-320,-805,475,-259,-694
185261,104,-92,-990,1110,605,-160,-374,-398,-725,110,-416,-784
185300,116,-96,-1002,145,496,-28,-394,-319,-808,-72,194,-292
185341,107,-123,-987,830,371,-293,-368,-415,-796,616,-484,-732
185379,118,-117,-979,955,493,-135,-384,-387,-705,426,-341,-440
185420,107,-125,-997,837,312,-283,-385,-440,-803,246,115,-300
185459,83,-183,-954,4570,1469,779,-369,-349,-850,-561,-1291,-138
185502,118,-218,-1026,5422,2109,1900,-403,-272,-1820,-2305,-14186,-2751
185542,112,-241,-958,382,2998,1235,203,12,-2000,-8,-25013,-15130
185580,441,-292,-929,6850,12292,8734,1454,-390,1922,6513,-25013,-23750
185621,60,1,-891,-3483,2753,126,-889,-798,-93,12877,2261,-4199
185661,243,-241,-961,7032,-1232,1563,-617,-928,-171,263,-1204,-6093
185701,210,-282,-891,82,-66,377,-686,-666,-107,-3520,-1877,-119
185742,160,-394,-979,1052,290,836,-748,-634,-79,1099,1811,-3111
185777,171,-420,-1035,3382,1154,1702,-861,-728,-165,2695,3380,-5219
185820,103,-376,-1105,4429,-1551,1773,-841,-705,-108,1924,-256,-5565
185862,159,-656,-1149,10261,-2054,3954,-878,-726,-157,5040,2448,-14753
185899,120,-671,-1191,18177,-3845,6706,-847,-845,-267,8266,1069,-22025
185940,164,-894,-1126,25012,-7160,10704,-629,-608,-111,13460,4109,-25013
185981,77,-1048,-1140,25012,-12738,22550,-188,-433,-23,25012,4879,-25013
186018,148,-819,-868,25012,-16370,25012,406,-188,341,25012,8616,-25013
186061,115,-669,-711,25012,-19894,25012,638,-61,300,25012,12664,-25013
