timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2060045,437,-511,727,-25013,1688,-2471,1424,-355,229,-7295,6961,25012
2060086,416,-679,511,-25013,4985,-27,1375,-468,111,-6041,14307,25012
2060120,440,-785,272,-25013,7814,1222,1395,-576,337,-8827,22851,25012
2060166,332,-742,-125,-25013,8130,3929,820,-239,-299,-12932,23071,25012
2060206,323,-1082,-458,-25013,4540,4656,642,-186,559,-11328,25012,25012
2060247,278,-706,-638,-25013,4412,4825,162,-130,-1079,-16495,25012,18424
2060280,253,-827,-818,-25013,4491,4509,-181,-456,-761,-15442,25012,8978
2060322,279,-625,-896,-19624,235,3242,185,-610,-292,-15051,25012,5900
2060360,238,-608,-878,-14426,1392,4238,176,-705,-1127,-11591,19209,2849
2060407,259,-498,-849,-13641,4509,4546,291,-830,-893,-12409,11243,309
2060446,416,-639,-757,-10433,16000,7836,860,-646,-2000,-4838,-25013,13267
2060480,628,-312,-675,-3174,25012,3826,1999,-2000,-2000,-23532,-25013,22973
2060521,594,-270,-1467,-4883,25012,-419,-578,588,1999,-25013,25012,-25013
2060565,824,-279,-809,-3277,-4697,-509,-948,11,-867,-5553,-15026,10503
2060603,662,-377,-754,-1175,-2996,479,-781,-122,-118,6149,-8154,3957
2060645,552,-313,-765,2217,-1515,2694,-861,-417,-260,3833,-966,-4097
2060686,649,-584,-948,7377,-2690,6022,-1377,124,-527,10668,2609,-25013
2060721,894,-1235,-1437,25012,-7274,25012,-1248,746,-472,25012,6006,-25013
2060765,1333,-878,-2000,25012,-16137,25012,582,445,87,25012,271,-25013
2060802,1236,-270,-1677,25012,-21852,25012,1443,343,580,25012,-7077,-25013
2060840,749,1131,-291,25012,-21227,25012,1510,598,311,25012,-13484,-25013
2060881,-121,1742,856,18660,-14976,23636,641,1667,-115,19283,-10223,-10174
2060920,-184,1009,1121,13988,-10784,9972,1099,1135,142,7452,-7500,-4964
2060961,-12,665,964,-4722,-2186,-2451,803,987,40,-4057,-461,2880
2061000,-174,318,851,-148,1543,-2590,706,330,10,-3191,748,2416
