timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2161040,269,-480,688,-25013,400,-6636,1535,488,543,-25013,25012,25012
2161080,263,-833,338,-25013,1880,-2028,1268,136,798,-25013,20893,25012
2161123,234,-1243,-134,-25013,2046,1477,453,-135,-426,-25013,22436,24958
2161165,197,-1086,-427,-25013,2238,2622,323,-393,-65,-25013,12646,9714
2161203,252,-873,-550,-25013,7311,3902,389,-964,-237,-25013,9472,10796
2161240,240,-850,-642,-21350,10722,5168,217,-520,-395,-18541,8933,6070
2161280,268,-435,-652,-18832,13998,1856,-11,-1119,-2000,-22747,-10937,7727
2161321,365,-480,-614,-13651,16918,-3474,1999,-2000,-1061,-10722,-25013,25012
2161360,513,-427,-724,-11518,19614,-1444,946,1205,9,16029,-25013,25012
2161401,321,-170,-953,-1595,1365,-620,-244,96,1777,-9026,5061,-629
2161440,581,-531,-838,-4718,1467,-429,-744,-461,-207,3046,-406,6790
2161480,543,-407,-794,-1680,859,1610,-867,-359,-184,843,-8,853
2161521,610,-822,-998,8106,-270,7135,-1262,-239,-358,7712,1777,-24536
2161560,833,-1449,-1346,25012,-5503,25012,-613,-11,-141,25012,2607,-25013
2161600,986,-1100,-1613,25012,-7573,25012,714,-911,478,25012,1251,-25013
2161641,597,-545,-697,25012,-7407,25012,912,-407,463,25012,6096,-25013
2161680,70,366,-187,25012,-8902,25012,511,-713,186,25012,-1389,-25013
2161720,-370,480,740,24983,-13112,25012,1214,1077,585,25012,-5456,-22474
2161760,-596,739,1066,6636,-489,6295,804,722,382,1168,1036,-7358
2161805,-531,-70,682,3632,-2059,2945,824,242,392,5080,-1502,-4758
2161845,-483,137,835,2852,-1458,3383,859,475,435,682,201,-1346
2161884,-587,20,719,-471,-506,-387,726,396,411,432,-422,-454
2161920,-594,15,779,1608,-1930,2231,869,387,434,1890,-1113,-766
2161964,-560,161,896,70,-845,1083,906,631,449,-1228,709,877
2162005,-586,76,799,-1716,164,-1648,601,241,284,-1869,-1545,2125
