timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z
2018682,293,-535,-812,-13074,6563,2212,121,-931,-1543,-9552,-6924,7655
2018727,333,-526,-750,-12692,13222,2304,1725,-2000,-818,-767,-25013,18118
2018766,619,-172,-827,-9910,20396,2923,-699,1999,1999,25012,-25013,25012
2018802,319,-287,-950,-2375,318,895,-564,679,1999,-15080,-3044,-4759
2018846,581,-503,-831,-2954,-4404,-1683,-645,-416,-30,545,-5768,4576
2018885,465,-289,-798,-606,618,1486,-865,-457,-319,-283,-329,1864
2018924,498,-375,-881,-577,-477,477,-952,-342,-341,378,130,-1490
2018964,532,-556,-977,7772,-1399,5296,-1201,-32,-344,7476,3067,-18819
2019006,654,-1026,-1177,25012,-4861,20806,-970,1025,-19,25012,14754,-25013
2019045,1176,-1440,-1878,25012,-4764,25012,1073,221,379,25012,25012,-25013
2019085,1315,-465,-1932,25012,-8032,25012,1788,-61,1217,25012,25012,-25013
2019124,513,1812,-544,25012,-7421,25012,565,-844,128,25012,6112,-25013
2019164,-457,1299,925,9515,-21002,19943,1405,1826,1043,20517,-7512,-12017
2019205,-515,1177,1341,6887,-2207,5523,987,1023,471,-3813,163,-861
2019244,-457,361,883,-3928,87,-5688,759,451,369,-5442,-1669,4741
2019287,-417,84,729,-1387,-1359,-1892,713,328,321,-783,-1786,3022
2019326,-452,143,786,-1854,-2361,-735,765,478,361,901,-2176,1829
2019364,-440,166,898,-170,-2590,687,830,447,364,2279,-1629,987
2019406,-412,317,944,-1356,-3012,861,919,644,404,3474,-707,2932
2019444,-396,290,944,-1439,-919,373,846,649,397,2119,1302,1500
2019488,-437,361,892,-2503,-815,-1663,781,417,298,151,-698,5687
2019523,-438,255,877,-5895,-3382,-3531,733,531,338,1371,-2657,5722
2019565,-357,87,875,-2414,-5199,-1407,819,497,687,992,683,1090
2019606,-350,217,935,-2125,-6317,-1019,734,356,451,-4159,20891,1346
2019646,-329,166,919,-3976,-9737,-2341,577,574,438,-4922,-4411,6709
